,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
250,Residency,PGY1,Pharmacy,,,Community Hospital,,Please refer to our residency website for complete information,,,Laura Fuller,Baptist Memorial Hospital - Desoto,1,"June 26, 2023","$46,000.00",3,,Southeast,,32,https://www.baptistonline.org/physician-resources/pharmacy-residency/desoto/desoto-pgy1,,@BMHDesotoRxRes,"Laura FullerBaptist Memorial Hospital - Desoto7601 Southcrest PkwySouthaven, MS 38671662-772-4172 (Phone)laura.fuller@bmhcc.org","Laura FullerBaptist Memorial Hospital - Desoto7601 Southcrest PkwySouthaven, MS 38671662-772-4172 (Phone)laura.fuller@bmhcc.org",W-9515,"August 30, 2022"
251,Residency,PGY1,Pharmacy,,,Community Hospital,,"Baptist GTR is a 315 bed acute care hospital. Residency is focused in internal medicine. Staffing is every 3 weekend. We provide rotations in adult medicine, cardiology, emergency medicine, critical care, and pharmacy administration. ",,,Ron Welch,Baptist Memorial Hospital- GTR,1,"June 26, 2023","$42,000.00",3,,Southeast,,30,https://www.baptistonline.org/physician-resources/pharmacy-residency/columbus/columbus-pgy1,,,"Ron WelchBaptist Memorial Hospital- GTR2520 5th St NColumbus, MS 397056622441178 (Phone)Ron.welch@bmhcc.org","Ron WelchBaptist Memorial Hospital- GTR2520 5th St NColumbus, MS 397056622441178 (Phone)Ron.welch@bmhcc.org",W-9547,"September 07, 2022"
252,Residency,PGY1,Pharmacy,,,Community Hospital,,"The mission of the residency is to prepare pharmacists to be independent clinicians. A variety of experiences are offered including critical care, cardiology, internal medicine, infectious disease, medication safety, informatics, ambulatory care and nutrition support. The resident rounds with multidisciplinary teams and specialists. The resident plays an active role in the busy anticoagulation, pharmacokinetics and glucose management services.  Opportunities to teach are available. ",,,"Krista Dale Riche, Pharm.D., BCPS-AQ Cardiology",St Dominic Hospital,1,"July 01, 2022","$40,000.00",2,,Southeast,,16,http://www.stdom.com,,,"Krista Dale Riche, Pharm.D., BCPS-AQ CardiologySt Dominic Hospital969 Lakeland DriveJackson, MS 39216601-200-6032 (Phone)kriche@stdom.com","Krista Dale Riche, Pharm.D., BCPS-AQ CardiologySt Dominic Hospital969 Lakeland DriveJackson, MS 39216601-200-6032 (Phone)kriche@stdom.com",W-5882,"August 18, 2021"
253,Residency,PGY1,Pharmacy,,,Community Hospital,,"North Mississippi Medical Center is a 650-bed regional referral center in Tupelo and holds the distinction of being the largest, private, not-for-profit hospital in Mississippi and the largest non-metropolitan hospital in America. Residency experiences are directed at developing pharmacist practitioner skills in an integrated health system, with special emphasis on transitions of care.  Various practice sites are individually tailored to meet residents’ goal-oriented interests.  Services include:  critical care, infectious diseases, ambulatory and acute care, informatics, medication safety and oncology.  In addition, the residents will have the opportunity to participate in P&T Committee meetings and assist in educational experiences of pharmacy students from three colleges of pharmacy.",,,"Holly Griffin, Pharm.D., BCPS",North Mississippi Medical Center,1,"July 01, 2019","$47,840.00",4,2,Southeast,,,https://www.nmhs.net/medical-professionals/training-programs/pharmacy-residency/,,,"Holly Griffin, Pharm.D., BCPSNorth Mississippi Medical CenterDepartment of Pharmacy830 South Gloster StreetTupelo, MS 38801662-377-5747 (Phone)pharmres@nmhs.net","Holly Griffin, Pharm.D., BCPSNorth Mississippi Medical CenterDepartment of Pharmacy830 South Gloster StreetTupelo, MS 38801662-377-5747 (Phone)pharmres@nmhs.net",W-5834,"August 07, 2021"
254,Residency,PGY1,Pharmacy,,,Community Hospital,,"Purpose: develop well-rounded, evidence-based, pharmacist clinicians who are prepared for direct patient care or PGY2 resident positions, adjunct clinical faculty or preceptor appointments, and to attain board certification in pharmacotherapy.  Billings Clinic is an integrated, progressive, community healthcare organization with over 4,800 employees.  The main campus consists of a 550+ provider multi-specialty clinic and 320-bed hospital.  Core rotations: orientation, pharmacy practice, cardiology, critical care, infectious diseases, and internal medicine.  Other rotation options: ambulatory care, emergency medicine, neonatology, oncology, pain, pediatrics, psychiatry, transitions of care, and electives.  Longitudinal experiences: academia, administration, drug information, medical emergencies, process improvement, research, and staffing.",,,"Melanie Townsend, PharmD, BCPS",Billings Clinic,1,"July 03, 2023","$50,211.00",3,1,Rocky Mountain,,20,http://www.billingsclinic.com/pharmacyresidency,,,"Melanie Townsend, PharmD, BCPSBillings Clinic2800 10th Avenue NorthATTN: Pharmacy DepartmentBillings, MT 59101(406) 657-4842 (Phone)mtownsend@billingsclinic.org","Melanie Townsend, PharmD, BCPSBillings Clinic2800 10th Avenue NorthATTN: Pharmacy DepartmentBillings, MT 59101(406) 657-4842 (Phone)mtownsend@billingsclinic.org",W-5387,"July 29, 2022"
255,Residency,PGY1,Pharmacy,,,Community Hospital,,"**Please see our website to sign-up for video chat opportunities**
The SPH residency program aims to develop practitioners that are able to provide excellent patient care with a focus on rural community health care. Core rotations: critical care, emergency medicine, internal med, surgical, antimicrobial stewardship and ambulatory care. Residents have a total of 12 weeks for elective rotation(s) and these are developed based on resident interest. Options include behavioral health, oncology, advanced core rotation, transitions of care, rheumatology and clinical service/project implementation. Additional experiences include precepting students, teaching certificate, SIDP certificate, and participation with formulary management and admin. Full benefits (medical/dental/vision/life), paid time off, gym membership, and travel to conferences.",,,Channa Richardson,St. Peter's Health,1,"July 01, 2022","$54,000.00",3,,Rocky Mountain,,32,https://www.sphealth.org/specialties-treatments/pharmacy/post-graduate-year-1-pharmacy-practice-residency,https://www.youtube.com/watch?v=riayA2C3uSA&t=4s,,"Channa RichardsonSt. Peter's Health2475 BroadwayHelena, MT 59601406-444-2350 (Phone)crichardson@sphealth.org","Channa RichardsonSt. Peter's Health2475 BroadwayHelena, MT 59601406-444-2350 (Phone)crichardson@sphealth.org",W-7663,"September 16, 2021"
256,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"Ambulatory-care focused PGY1 program.  Purpose: develop well-rounded, evidence-based, pharmacist clinicians who are prepared for direct patient care or PGY2 resident positions, adjunct clinical faculty or preceptor appointments, and to attain board certification.  Billings Clinic is an integrated, progressive, community healthcare organization with over 4,800 employees.  The main campus consists of a 550+ provider multi-specialty clinic and a 320-bed hospital.  Core rotations: orientation, pharmacy practice, anticoagulation, cardiology, primary care, and psychiatry (inpatient).  Other rotation options: neurology, oncology, pediatrics, specialty pharmacy, transitions of care, and electives.  Longitudinal experiences: anticoagulation, primary care, academia, administration, drug information, process improvement, research, and staffing.",,,"Melanie Townsend, PharmD, BCPS",Billings Clinic,1,"July 03, 2023","$50,211.00",1,3,Rocky Mountain,,20,http://www.billingsclinic.com/pharmacyresidency,,,"Melanie Townsend, PharmD, BCPSBillings Clinic2800 10th Avenue NATTN: Pharmacy DeptBillings, MT 59101(406) 657-4842 (Phone)mtownsend@billingsclinic.org","Melanie Townsend, PharmD, BCPSBillings Clinic2800 10th Avenue NATTN: Pharmacy DeptBillings, MT 59101(406) 657-4842 (Phone)mtownsend@billingsclinic.org",W-8045,"July 29, 2022"
257,Residency,PGY1,Pharmacy,,,Academic Health System,,"Located in Concord, NC, Atrium Health Cabarrus is 35 minutes north of Charlotte. This accredited residency program has 3 positions and is focused in the Ambulatory Care setting. This residency offers substantial direct patient care and routine collaboration within inter-disciplinary teams of healthcare providers to deliver high quality of care to patients. Residents are involved in various care models in the outpatient care setting and are responsible for following patient panels when staffing and performing their prospective, quality improvement projects. An elective, longitudinal Teaching Certificate is offered to residents, in which they develop their own teaching portfolio. Involvement in P&T committee and completion of an MUE allow for direct physician interaction and exposure to the medication use process on a system-wide level.",,,"Paige Carson, PharmD, BCPS, CDCES, CPP",Atrium Health Cabarrus PGY1 Residency,1,"June 12, 2023","$48,000.00",3,2,Southeast,26,24,https://atriumhealth.org/education/graduate-medical-education/pharmacy-residencies/ambulatory-care-pgy1-program,,@ahpgy1amcareset,"Paige Carson, PharmD, BCPS, CDCES, CPPAtrium Health Cabarrus PGY1 ResidencyNorthEast Medication Management Clinic315 Medical Park Drive, Suite 202Concord, NC 28205(704) 290-4240 (Phone)paige.carson@atriumhealth.org","Paige Carson, PharmD, BCPS, CDCES, CPPAtrium Health Cabarrus PGY1 ResidencyNorthEast Medication Management Clinic315 Medical Park Drive, Suite 202Concord, NC 28205(704) 290-4240 (Phone)paige.carson@atriumhealth.org",W-8052,"June 22, 2022"
258,Residency,PGY1,Pharmacy,,,Community Hospital,,"PGY1 pharmacy residency programs build on pharmacy education and outcomes to contribute to the development of clinical pharmacists responsible for medication-related care of patients with a wide range of conditions, eligible for board certification, and eligible for postgraduate year two (PGY2) pharmacy residency training.

The UNC REX Hospital PGY1 Pharmacy Residency will provide postgraduate pharmacists an accelerated learning opportunity in inpatient and ambulatory pharmacy operations, clinical competency development, clinical research, and leadership development.

At the end of the residency year, graduates of the UNC Rex Hospital PGY1 Pharmacy residency program are prepared to begin practicing as clinical pharmacists in the institutional practice setting or to enter a PGY2 residency or fellowship in their desired specialty.",,,Carson Hart,UNC Rex Healthcare,1,"June 12, 2023","$48,700.00",4,3,Southeast,,40,https://www.rexhealth.com/rh/medical-professionals/pharmacy-residency-program/pgy1-pharmacy-residency/,,,"Carson HartUNC Rex Healthcare4420 Lake Boone TrailRaleigh, NC 276129197842220 (Phone)carson.hart@unchealth.unc.edu","Carson HartUNC Rex Healthcare4420 Lake Boone TrailRaleigh, NC 276129197842220 (Phone)carson.hart@unchealth.unc.edu",W-8190,"July 15, 2022"
259,Residency,PGY1,Pharmacy,,,Community Hospital,,"Duke Regional Hospital, in association with the Duke University Health System, offers a residency program in general pharmacy practice. The residency program is designed to train a selected, highly motivated and highly qualified pharmacist so that they are prepared to assume a clinical pharmacist position in a healthcare facility and/or advanced residency or fellowship in an area of pharmacy practice or research. They shall be responsible for drug therapy outcomes as an integral member of a multi-disciplinary team and will have the ability to educate other professionals and patients about medications.",,,"Michael Willis, PharmD, MHA, BCPS",Duke Regional Hospital,1,"July 03, 2023","$51,000.00",2,1,Southeast,,32,https://regionalpharmacy.duke.edu/residency/pgy1-pharmacy-practice/,,,"Michael Willis, PharmD, MHA, BCPSDuke Regional Hospital3643 N Roxboro StDurham, NC 27704(919)-470-8697 (Phone)michael.willis@duke.edu","Michael Willis, PharmD, MHA, BCPSDuke Regional Hospital3643 N Roxboro StDurham, NC 27704(919)-470-8697 (Phone)michael.willis@duke.edu",W-8265,"July 19, 2022"
260,Residency,PGY1,Pharmacy,,,Outpatient Clinic,,"Located in beautiful Asheville, North Carolina, Mission Hospital is the largest facility in the Mission Health System, serving an 18 county area of Western North Carolina. The PGY1 Pharmacy Residency Program in the ambulatory care setting provides training, mentoring, and evaluation for pharmacists seeking additional education in a variety of ambulatory care areas. The program develops ambulatory care practitioners who provide pharmaceutical care services across a wide range of disease states in innovative and interdisciplinary settings to meet patient centered outcomes. This program provides experiences relevant to current health system issues and future health care needs. The ultimate goal is to develop clinicians who have the clinical competence, problem solving, and leadership skills to enhance or develop patient care services.",,,Christie Dresback,Mission Hospital,1,"June 27, 2022","$47,500.00",2,4,Southeast,,,https://careers.hcahealthcare.com/pages/mission-hospital-pharmacy-residency-program,https://youtu.be/gZQtkeqIFJU,,"Christie DresbackMission Hospital501 Biltmore AveAsheville, NC 288018282135358 (Phone)Christie.Dresback@HCAHealthcare.com","Christie DresbackMission Hospital501 Biltmore AveAsheville, NC 288018282135358 (Phone)Christie.Dresback@HCAHealthcare.com",W-8228,"July 18, 2022"
261,Residency,PGY1,Pharmacy,,,Community Hospital,,"Located in beautiful Asheville, North Carolina, Mission Hospital is the largest facility in the Mission Health System, serving an 18 county area of Western North Carolina. This 815-bed community teaching hospital was ranked No 1 “Best Hospital” in North Carolina for 2017 & 2018 by Business North Carolina and ranked in the top 1% of “Best Hospitals” nationally in 2016 by Heathgrades. We are the regional referral center, a comprehensive stroke center and a level-2 trauma center. Mission is also home to a 94-bed emergency department, 85 bed children’s hospital and 100 bed behavioral health unit. Mission has been training pharmacy residents since 1994. Over the years our program has expanded to 5 individual programs with 11 residents every year. Our programs include acute care, ambulatory care, emergency medicine and pharmacy administration.",,,Lindsay Harris,Mission Hospital,1,"June 27, 2022","$47,500.00",5,4,Southeast,,,https://careers.hcahealthcare.com/pages/mission-hospital-pharmacy-residency-program,https://youtu.be/gZQtkeqIFJU,,"Lindsay HarrisMission Hospital501 Biltmore AveAsheville, NC 288018282138991 (Phone)Lindsay.Harris1@HCAHealthcare.com","Lindsay HarrisMission Hospital501 Biltmore AveAsheville, NC 288018282138991 (Phone)Lindsay.Harris1@HCAHealthcare.com",W-8224,"July 18, 2022"
262,Residency,PGY1,Pharmacy,,,Academic Health System,,"This 12-month residency offers experience in a variety of clinical settings. Clinical learning experiences are one month in duration. The vast majority are completed at CMC; however, residents have the opportunity to rotate through many different practice areas within the healthcare system. Residents may select electives based on their interests and tailor the program to focus on specific clinical interests and career goals.

In addition to developing clinical skills, residents also have several direct teaching opportunities, are involved in the MUE process, and gain experience in clinical research through completion of a major project. All learning experiences are designed to produce a well-rounded pharmacist with strong leadership abilities, project management skills, critical thinking skills and oral and written communication skills.",,,"Carleton Maxwell, PharmD, BCPS, DPLA, FNPhA",Carolinas Medical Center,1,"June 12, 2023","$48,000.00",6,3,Southeast,,32,https://atriumhealth.org/education/graduate-medical-education/pharmacy-residencies/carolinas-medical-center/pgy1-program,,,"Carleton Maxwell, PharmD, BCPS, DPLA, FNPhACarolinas Medical Center1000 Blythe Blvd.Charlotte, NC 28203704-355-4142 (Phone)carleton.maxwell@atriumhealth.org","Carleton Maxwell, PharmD, BCPS, DPLA, FNPhACarolinas Medical Center1000 Blythe Blvd.Charlotte, NC 28203704-355-4142 (Phone)carleton.maxwell@atriumhealth.org",W-9514,"August 30, 2022"
263,Residency,PGY1,Pharmacy,,,Community Hospital,,"WakeMed Health & Hospitals offers a blend of both structured teaching services with medical residents from the University of North Carolina School of Medicine and medical students from Campbell University School of Osteopathic Medicine, as well as multidisciplinary rounding services. WakeMed Health & Hospitals has strong relationships with the University of North Carolina Eshelman School of Pharmacy and Campbell University College of Pharmacy and Health Sciences and offers over 100 rotation months per year. This affords residents the opportunity to engage in teaching and precepting responsibilities on many rotations throughout their year.  Residents obtain ACLS certification, choose a formal mentor, respond to codes, and are part of a longitudinal leadership series.",,,Mollie Grant,WakeMed Health & Hospitals,1,"June 26, 2023","$48,464.00",4,3,Southeast,,,https://www.wakemed.org/careers/graduate-medical-education/pharmacy-residency/pgy1-pharmacy-residency,,,"Mollie GrantWakeMed Health & Hospitals3000 New Bern AveRaleigh, NC 276109193506128 (Phone)mogrant@wakemed.org","Mollie GrantWakeMed Health & Hospitals3000 New Bern AveRaleigh, NC 276109193506128 (Phone)mogrant@wakemed.org",W-9465,"August 22, 2022"
264,Residency,PGY1,Pharmacy,,,Academic Health System,,"This 12-month residency program is dedicated to developing exceptional VA-trained clinical pharmacist practitioners that are able to independently manage pharmacotherapy for a wide range of conditions in preparation for independent practice and anticipation of board certification. The program prepares pharmacy residents for direct patient care positions in ambulatory care settings as well as post-graduate year two (PGY2) residency or fellowship programs. Residents will be provided the opportunity to accelerate their clinical growth beyond entry-level professional competence in patient-centered care, pharmacy operational services, and to further the development of leadership skills that can be applied to any practice setting.",,,"Kendrick Murphy, PharmD, BCACP","VA-Asheville, NC-Western North Carolina VA Healthcare System-Charles George VA Medical Center",1,"June 27, 2022","$41,742.00",2,2,Southeast,,20,https://www.pbm.va.gov/education/VAPharmacyResidencyProgram.asp,,,"Kendrick Murphy, PharmD, BCACPVA-Asheville, NC-Western North Carolina VA Healthcare System-Charles George VA Medical Center1100 Tunnel RdAsheville, NC 28803828-298-7911 (Phone)kendrick.murphy@va.gov","Kendrick Murphy, PharmD, BCACPVA-Asheville, NC-Western North Carolina VA Healthcare System-Charles George VA Medical Center1100 Tunnel RdAsheville, NC 28803828-298-7911 (Phone)kendrick.murphy@va.gov",W-9355,"July 28, 2022"
265,Residency,PGY1,Pharmacy,,,Academic Health System,,"Thank you for your interest in our ASHP-Accredited PGY1 Residency. For over 45 years our program has been training residents to become confident and highly skilled practitioners equipped with the knowledge and abilities to meet the challenges facing pharmacy practice both now and in the future. We measure our success each year through the ability of our graduates to obtain the most competitive specialty residencies, fellowships, academic, and clinical positions available. Our commitment to continued excellence guarantees that our program will only strengthen in the future.  The residency selection process is an important professional decision, and an investment that will reap rewards for many years to come. We are pleased that you are interested in the Duke PGY1 Residency and hope that you complete an application to our program.",,,"Beth McLendon Arvik, Pharm.D.",Duke University Hospital,1,"July 01, 2023",$0.00,7,,Southeast,,,https://pharmacy.duke.edu/residency-programs/pgy1-pharmacy,,,"Beth McLendon Arvik, Pharm.D.Duke University Hospital2301 Erwin RoadDUMC 3089Durham, NC 27710919-681-2414 (Phone)beth.mclendon@duke.edu","Beth McLendon Arvik, Pharm.D.Duke University Hospital2301 Erwin RoadDUMC 3089Durham, NC 27710919-681-2414 (Phone)beth.mclendon@duke.edu",W-9372,"August 22, 2022"
266,Residency,PGY1,Pharmacy,,,Academic Health System,,"East Carolina University Health Medical Center (ECUHMC, formerly Vidant Medical Center) is a 974-bed academic medical center in Greenville, NC.  We serve  Eastern, NC with a Level I Trauma Center, Level III NICU, and provide comprehensive cardiac, neurologic, cancer, pulmonary, and pediatric services.  The pharmacy department includes over 100 pharmacists that support our residency program through precepting, mentoring, and relationships.  The residency program has over a 25 year history of training and prides itself on being able to meet the needs of individual residents and provides a well-rounded experience.  Program graduates are well prepared for PGY2 training in a variety of specialties or for clinical pharmacy positions.  Our institution offers a PGY2 Critical Care, Emergency Medicine, and Infectious Diseases Residency Programs.",,,April Quidley,East Carolina University Health Medical Center,1,"June 28, 2021","$49,000.00",4,3,Southeast,,32,https://careers.vidanthealth.com/Careers/Overview/Residents-Fellows/Pharmacy-Residency,,ECUHealthRxRes,"April QuidleyEast Carolina University Health Medical Center2100 Stantonsburg RoadGreenville, NC 278352528475875 (Phone)april.quidley@vidanthealth.com","April QuidleyEast Carolina University Health Medical Center2100 Stantonsburg RoadGreenville, NC 278352528475875 (Phone)april.quidley@vidanthealth.com",W-7719,"July 18, 2022"
267,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY1 Acute Care Track residency program was established in 1967 and offers training in acute care, critical care, ambulatory care, pediatrics, oncology, drug information, and practice management. The program boasts over 50 rotation options in a variety of settings within these practice areas. The program runs alongside robust PGY2 programs, including PGY2 programs in Ambulatory Care, Cardiology, Critical Care, Drug Information/Medication Safety/Health-System Formulary Management, Hematology/Oncology, Infectious Diseases, Pediatrics, Psychiatry, Solid Organ Transplant, and Health-Systems Pharmacy Administration.",,,"Said M. Sultan, Pharm.D.,BCPS - Residency Program Director",University of North Carolina Medical Center,1,"June 19, 2023","$48,687.00",8,39,Southeast,,24,http://www.uncmedicalcenter.org/uncmc/professional-education-services/pharmacy-residency-programs/our-programs/,,@uncrxresidency,"Said M. Sultan, Pharm.D.,BCPS - Residency Program DirectorUniversity of North Carolina Medical Center101 Manning DriveChapel Hill, NC 27514(984) 974-1606 (Phone)Said.Sultan@unchealth.unc.edu","Said M. Sultan, Pharm.D.,BCPS - Residency Program DirectorUniversity of North Carolina Medical Center101 Manning DriveChapel Hill, NC 27514(984) 974-1606 (Phone)Said.Sultan@unchealth.unc.edu",W-6930,"August 29, 2022"
268,Residency,PGY1,Pharmacy,,,Academic Health System,,"The PGY1 (Ambulatory Care) Residency Program is a 12-month program designed to develop residents into strong and capable ambulatory care pharmacy practitioners. Through exposure to general and specialty ambulatory care experiences, as well as experiences in acute care medicine and administration, the resident will gain broad exposure to areas of patient care and pharmacy which have impacts on practice in the ambulatory care setting. The program is designed based on the belief that the best ambulatory care providers are those who clearly understand what patients experience throughout the continuum of care, through clinic, acute care, and transitional care environments.",,,"Said M. Sultan, Pharm.D.,BCPS - Residency Program Director",University of North Carolina Medical Center,1,"June 19, 2023","$48,687.00",3,39,Southeast,,24,http://www.uncmedicalcenter.org/uncmc/professional-education-services/pharmacy-residency-programs/our-programs/,,@uncrxresidency,"Said M. Sultan, Pharm.D.,BCPS - Residency Program DirectorUniversity of North Carolina Medical Center101 Manning DriveChapel Hill, NC 27514(984) 974-1606 (Phone)Said.Sultan@unchealth.unc.edu","Said M. Sultan, Pharm.D.,BCPS - Residency Program DirectorUniversity of North Carolina Medical Center101 Manning DriveChapel Hill, NC 27514(984) 974-1606 (Phone)Said.Sultan@unchealth.unc.edu",W-6931,"August 29, 2022"
269,Residency,PGY1,Pharmacy,,,Other,,"This PGY1 residency focusing in ambulatory care is a 12-month program designed to develop the resident’s skills and competency in providing patient-centered care as part of multi-disciplinary primary care, specialty care, and inpatient teams. The program includes rotations in clinical pharmacist-run primary care, anticoagulation, infectious disease, pain, oncology, and psychiatry clinics in the ambulatory care setting. Inpatient rotations include adult medicine/acute care, Inpatient Pharmacy, and inpatient psychiatry. Rotations are also available in geriatrics, home-based primary care, academic detailing, informatics, practice management and pharmacy operations. All rotations have a clinical pharmacist preceptor with an active practice in the specified area. Residents participate in PharmD student instruction, medication use evaluation, journal club, and clinical research/quality improvement projects. The program also offers an optional teaching certificate through High Point University School of Pharmacy. The Salisbury VAHCS is associated with several schools of pharmacy. Rotations may also be located at clinics in Charlotte and in Kernersville. Salisbury is 4 hours from the beach and 2.5 hours from the Blue Ridge mountains. The area has a rich culture and offers recreational, sporting, cultural, and entertainment attractions year-round.",,,"Camille P. Robinette, PharmD, BCACP, CDCES",Salisbury VA Health Care System,1,"July 01, 2022","$42,278.00",5,1,Southeast,,18,,,,"Camille P. Robinette, PharmD, BCACP, CDCESSalisbury VA Health Care SystemDepartment of Pharmacy (119)1601 Brenner AveSalisbury, NC 28144(704) 638-9000  ext 13160 (Phone)camille.robinette@va.gov","Camille P. Robinette, PharmD, BCACP, CDCESSalisbury VA Health Care SystemDepartment of Pharmacy (119)1601 Brenner AveSalisbury, NC 28144(704) 638-9000  ext 13160 (Phone)camille.robinette@va.gov",W-4989,"August 31, 2021"
270,Residency,PGY1,Pharmacy,,,Community Hospital,,"Novant Health New Hanover Regional Medical Center (NHNHRMC) is an 800 bed community teaching hospital with 5 pharmacy residency programs, located in the beautiful, coastal city of Wilmington, North Carolina. 
5 PGY1 Pharmacy positions are available. Residents practice with academic medical teams and have unit-based experiences, allowing a diverse experience to prepare them to operate in an academic or community health-system.  Residents participate in a variety of clinical activities (rounds, code response, antibiotic stewardship, etc.), community service, quality improvement, scholarship activities, and department and health-system committees. 
NHNHRMC has partnered with the UNC Eschelman School of Pharmacy to offer residents access to a self-paced TLC certificate.
See the NHRMC website for full application details and requirements.",,,"Holly Snider, PharmD, BCPS",Novant Health New Hanover Regional Medical Center,1,"June 26, 2023","$50,398.00",5,5,Southeast,,16,https://www.nhrmc.org/healthcare-professionals/residency-programs/pharmacy-residency,https://vimeo.com/498347042/f44146c8c2,,"Holly Snider, PharmD, BCPSNovant Health New Hanover Regional Medical Center2131 South 17th StreetP.O. Box 1649Wilmington, NC 28402-1649910-667-6579 (Phone)holly.snider@novanthealth.org","Holly Snider, PharmD, BCPSNovant Health New Hanover Regional Medical Center2131 South 17th StreetP.O. Box 1649Wilmington, NC 28402-1649910-667-6579 (Phone)holly.snider@novanthealth.org",W-5012,"August 29, 2022"
271,Residency,PGY1,Pharmacy,,,Academic Health System,,"Flexibility allows residents to tailor their experiences to meet their individual interests and career goals.  In addition to required 4-week experiences in Population Health and Medication Strategy & Safety, there are six 6-week elective rotations in 24 specialized practice areas from which to choose.  Practice Management experiences are integrated throughout the year.  Residents are mentored by outstanding preceptors who are committed to patient care and the training of young practitioners.  Each resident completes a clinical research project, is ACLS-certified, and responds to Codes. There are opportunities for teaching and serving as clinical preceptors for pharmacy students from Campbell, High Point, and Wingate Universities, and a teaching certificate is offered. Please see website for more information.
",,,"James R. Beardsley, Pharm.D., BCPS, CPP",Wake Forest Baptist Health,1,"July 01, 2021","$48,000.00",6,17,Southeast,,36,http://www.wakehealth.edu/pharmacy,,,"James R. Beardsley, Pharm.D., BCPS, CPPWake Forest Baptist HealthMedical Center BoulevardWinston-Salem, NC 27157(336) 713-3412 (Phone)jbeardsl@wakehealth.edu","James R. Beardsley, Pharm.D., BCPS, CPPWake Forest Baptist HealthMedical Center BoulevardWinston-Salem, NC 27157(336) 713-3412 (Phone)jbeardsl@wakehealth.edu",W-4298,"July 18, 2022"
272,Residency,PGY1,Pharmacy,,,Community Hospital,,"This practice-based program is designed to provide experiences in the fundamentals of ambulatory care in an integrated health system.  Residents provide care to patients across the continuum with a focus in providing patient services to the family medicine, internal medicine, and inpatient practice sites of Cone Health. Resolving drug-related problems, chronic disease management, and patient education are emphasized. Opportunities are available in anticoagulation, lipid management, advanced diabetes care, smoking cessation, geriatrics, HIV counseling, and heart failure. Residents select three electives from accountable care organization, behavioral health, community health and wellness clinic, endocrinology, family medicine clinic, heart failure clinic, HIV clinic, internal medicine clinic, and ambulatory oncology.",,,Michelle Turner,Cone Health - Moses Cone Hospital,1,"June 20, 2022","$48,526.00",2,14,Southeast,,16,http://www.conehealth.com/healthcare-professionals/pharmacy-residency-program/,,,"Michelle TurnerCone Health - Moses Cone HospitalDepartment of Pharmacy1200 North Elm StreetGreensboro, NC 27401-1020(336) 832-8108 (Phone)michelle.turner@conehealth.com","Michelle TurnerCone Health - Moses Cone HospitalDepartment of Pharmacy1200 North Elm StreetGreensboro, NC 27401-1020(336) 832-8108 (Phone)michelle.turner@conehealth.com",W-4941,"August 19, 2021"
273,Residency,PGY1,Pharmacy,,,Community Hospital,,"This practice-based program is designed to provide educational experiences in the fundamentals of acute care practice in an integrated health system.  The resident plans diverse learning experiences from participation in drug protocol management, medical team rounds, patient education, medication-use/safety processes, formulary management, mentoring pharmacy students, and team teaching a nurse practitioner therapeutics course. Emphasis is placed on communication skills, resolving drug-related problems, direct patient care services, clinical research, and practice management.  The program includes the flexibility to choose three electives from 14 sub-specialties (i.e. stroke team, critical care, heart failure, neonatology, pediatric ICU, oncology, behavioral health, or pharmacy administration).",,,Michelle Turner,Cone Health - Moses Cone Hospital,1,"June 20, 2022","$48,526.00",6,10,Southeast,,16,http://www.conehealth.com/healthcare-professionals/pharmacy-residency-program/,,,"Michelle TurnerCone Health - Moses Cone HospitalDepartment of Pharmacy1200 North Elm StreetGreensboro, NC 27401-1020(336) 832-8108 (Phone)michelle.turner@conehealth.com","Michelle TurnerCone Health - Moses Cone HospitalDepartment of Pharmacy1200 North Elm StreetGreensboro, NC 27401-1020(336) 832-8108 (Phone)michelle.turner@conehealth.com",W-4942,"August 19, 2021"
