,Type of Program,Type of Residency,PGY1 Subtype,PGY2 Specialty,Area of Emphasis,Primary Setting,Teaching and Learning Curriculum,Description of opportunity,Residency Accreditation,ACCP Peer Reviewed Research Fellowship,Preceptor,Institution,Length (Yrs),Start Date,Stipend,Number of These Positions,Number of OTHER postgraduate positions at program location,Region,On-call hours per month,Staffing hours per month,Program Website,Training Program Video,Training Program Twitter Handle,Contact,Conact,Web ID,Last Modified
66,Fellowship,,,,,Academic Health System,,"The North Florida/South Georgia Veterans Health System’s ACCP Peer Reviewed Clinical Pharmacy Research Fellowship is designed to prepare the clinical pharmacist with the expertise necessary to function as an independent investigator. This unique, highly-individualized two-year program supports the VA’s mission to improve Veteran and national healthcare by conducting high quality research studies. Fellows are given time to pursue clinical, educational, and administrative activities. Experiences are tailored to the interests of the fellow and have included areas such as critical care, cardiology, internal medicine, infectious diseases, and nutrition support.  

",,,"Andrew J. Franck, Pharm.D., BCNSP, BCCCP",North Florida/South Georgia Veterans Health System ,2,"July 01, 2023","$45,221.00",1,,Southeast,,,https://www.va.gov/north-florida-health-care/work-with-us/internships-and-fellowships/pharmacy-residency-program/,,,"Andrew J. Franck, Pharm.D., BCNSP, BCCCPNorth Florida/South Georgia Veterans Health System 1601 SW Archer RD (119)Gainesville, FL 326083523761611 (Phone)Andrew.Franck@va.gov","Andrew J. Franck, Pharm.D., BCNSP, BCCCPNorth Florida/South Georgia Veterans Health System 1601 SW Archer RD (119)Gainesville, FL 326083523761611 (Phone)Andrew.Franck@va.gov",W-8226,"July 18, 2022"
67,Fellowship,,,,,Other,,"The Global Health Equity Fellowship develops pharmacy leaders who are able to utilize the practical skills developed during the fellowship to identify community needs, both locally and globally, and implement public health-focused strategies that address health inequities.  This 2-year program is hosted in partnership with Purdue University and the United States Agency for International Development (USAID).  Fellows spend 1 year in Washington, D.C. with the USAID Global Health Bureau, 6 months in western Kenya with the Purdue Kenya Partnership and the Academic Model Providing Access to Healthcare and 6 months in Indianapolis, IN with the Center for Health Equity and Innovation at the Purdue University College of Pharmacy. Fellows will be eligible to complete a Master of Public Health through Purdue Global online. ",,,Rakhi Karwa,Purdue University Center for Health Equity - United States Agency for International Development,2,"July 11, 2022","$50,000.00",1,1,Midwest,,,https://cheqi.pharmacy.purdue.edu/health-equity-and-global-health-fellowship,,,"Rakhi KarwaPurdue University Center for Health Equity - United States Agency for International Development3rd Floor, Faculty Office Building640 Eskenazi AveIndianapolis, IN 46202-2879(317) 880-5400 (Phone)rkarwa@purdue.edu","Rakhi KarwaPurdue University Center for Health Equity - United States Agency for International Development3rd Floor, Faculty Office Building640 Eskenazi AveIndianapolis, IN 46202-2879(317) 880-5400 (Phone)rkarwa@purdue.edu",W-8054,"August 30, 2022"
68,Fellowship,,,,,College or University,,"This 2-year fellowship training program is designed to provide learners with a foundation in scholarship and practice pertaining to community pharmacy services. Fellows completing this program have an opportunity to refine their clinical practice skills, develop skills in health services/practice-based research particularly pertaining to medication therapy management, and gain experience in teaching student pharmacists and PGY-1 community pharmacy residents.  Fellows collaborate with the Medication Safety Research Network of Indiana (Rx-SafeNet), a statewide community pharmacy practice-based research network. Fellows also completes graduate-level coursework leading to a Master of Science in Health Services, Outcomes, and Policy. This program has been Peer Reviewed by the American College of Clinical Pharmacy.",,,"Margie E. Snyder, PharmD, MPH",Purdue University  College of Pharmacy,2,"July 01, 2022","$47,460.00",1,,,,,https://www.pharmacy.purdue.edu/rx-safenet/,,,"Margie E. Snyder, PharmD, MPHPurdue University  College of Pharmacy640 Eskenazi AveFifth Third Bank BuildingIndianapolis, IN 46202317-880-5429 (Phone)snyderme@purdue.edu","Margie E. Snyder, PharmD, MPHPurdue University  College of Pharmacy640 Eskenazi AveFifth Third Bank BuildingIndianapolis, IN 46202317-880-5429 (Phone)snyderme@purdue.edu",W-5446,"August 25, 2021"
69,Fellowship,,,,,Academic Health System,,"- This Informatics and Outcomes Research fellowship is sponsored by the Div of General Internal Medicine and Primary Care at Brigham and Women's Hospital and Massachusetts College of Pharmacy and Health Sciences (MCPHS) in Boston. The fellow will conduct research  utilizing informatics to improve medication safety and patient outcomes. 
- Areas of research focus that recent pharmacy fellows have conducted include Use of Artificial Intelligence to Predict and Detect Adverse Drug Events, Use of Pharmacogenomic Data to prevent ADEs, Evaluating Clinical Decision Support Overrides, and Development of Natural Language Processing tools to detect ADEs.  - Coursework at the Harvard T.H. Chan School of Public Health and the opportunity to work on research teams with experienced faculty is included, and a teaching certificate program is available.",,,"Mary Amato, Pharm.D., MPH, BCPS, FCCP",Brigham and Women's Hospital and MCPHS,2,"July 01, 2024","$54,144.00",1,,Northeast,,,https://www.mcphs.edu/academics/postgraduate-opportunities/academic-and-research-fellowships/birgham-and-womens,,,"Mary Amato, Pharm.D., MPH, BCPS, FCCPBrigham and Women's Hospital and MCPHSDivision of General Internal Medicine and Primary Care75 Francis St.Boston, MA 02115978-376-9986 (Phone)mamato1@bwh.harvard.edu","Mary Amato, Pharm.D., MPH, BCPS, FCCPBrigham and Women's Hospital and MCPHSDivision of General Internal Medicine and Primary Care75 Francis St.Boston, MA 02115978-376-9986 (Phone)mamato1@bwh.harvard.edu",W-5838,"August 18, 2022"
70,Fellowship,,,,,College or University,,"Drug Development, Medical Affairs, Regulatory Affairs, Pharmacovigilance, PK/PD, Academia, T32
UNC Eshelman School of Pharmacy offers several post-graduate fellowships spanning Clinical Research/Drug Development, Regulatory Affairs, Medical Affairs, Pharmacovigilance/Drug Safety, and PK/PD/PM. These fellowships are designed to provide the learner with training and experience in the design and conduct of clinical trials, didactic instruction, protocol and grant writing, scientific presentations, and teaching relevant to the fellowship area of focus. Graduates of these programs will be well-prepared for careers in industry and academia.",,,Robert Dupuis,"University of North Carolina at Chapel Hill, Eshelman School of Pharmacy",2,"July 01, 2023","$54,000.00",16,,Southeast,,,http://pharmacy.unc.edu/programs/fellowships,https://go.unc.edu/esopDPET,,"Robert DupuisUniversity of North Carolina at Chapel Hill, Eshelman School of PharmacyCB# 7569, 3213 Kerr Hall301 Pharmacy LaneChapel Hill, NC 27599919-966-6194 (Phone)fellowships@unc.edu","Robert DupuisUniversity of North Carolina at Chapel Hill, Eshelman School of PharmacyCB# 7569, 3213 Kerr Hall301 Pharmacy LaneChapel Hill, NC 27599919-966-6194 (Phone)fellowships@unc.edu",W-8049,"August 16, 2022"
71,Fellowship,,,,,Other,,"
The Executive Fellowship program is designed to develop leaders who are prepared to assume high-level leadership in pharmacy practice or professional association by providing exceptional training in all areas of organizational development and administration. The Fellow will be immersed in pharmacy practice advancement, quality improvement initiatives, and policy/regulatory activities. The program will develop awareness and skills in executive leadership, project management, member engagement, policy development, and non-profit administration. The experience will position the Fellow for leadership and management positions in pharmacy or other health-related associations, government, health systems, chain corporations, industry, quality, health information exchange organizations, and more. 
",,,Marcia Mueting,Nebraska Pharmacists Associatin,1,"July 03, 2023","$60,000.00",1,,Midwest,,,,,,"Marcia MuetingNebraska Pharmacists Associatin6221 South 58th StreetSte ALincoln, NE 68516402-420-1500 (Phone)marcia.mueting@npharm.org","Marcia MuetingNebraska Pharmacists Associatin6221 South 58th StreetSte ALincoln, NE 68516402-420-1500 (Phone)marcia.mueting@npharm.org",W-9358,"July 29, 2022"
72,Fellowship,,,,,College or University,,"The goal of this fellowship is to train pharmacists to provide quality, ambulatory-care based clinical pharmacy services that improve clinical, economic, and humanistic patient outcomes while being empathetic, creative, culturally-sensitive, and interprofessional as they assist in problem solving, regardless of patient resources and within budget limitations. Knowledge and experience will be gained in the use of research tools to evaluate clinical, economic, and humanistic outcomes. The fellow will also gain academic and clinical experience.  Additionally, the fellow will be expected to contribute to pharmacy services and health education at their practice site and ultimately, precept pharmacy students.  

The practice site will be at CedarCare Pharmacy, LLC.",,,"Aleda M. H. Chen, PharmD, PhD, FAPhA",Cedarville University,2,"July 01, 2023","$50,000.00",1,1,Midwest,,8,,,,"Aleda M. H. Chen, PharmD, PhD, FAPhACedarville University251 N. Main St.Cedarville, OH 453149377667454 (Phone)amchen@cedarville.edu","Aleda M. H. Chen, PharmD, PhD, FAPhACedarville University251 N. Main St.Cedarville, OH 453149377667454 (Phone)amchen@cedarville.edu",W-6679,"July 16, 2022"
73,Fellowship,,,,,College or University,,"This fellowship provides graduates with a strong foundation in public health pharmacy and health equity. An emphasis is placed on developing skills in implementation science (both research and practice) and developing future pharmacy leaders in public health and future faculty members. The fellowship is designed to foster a pharmacist’s growth in 1) public health research (implementation research, patient-centered outcomes research, and community-engaged scholarship), and 2) pharmacists’ roles in essential public health services including but not limited to program evaluation, policy development, grant writing, and leadership. The school’s affiliation with the Allegheny County Health Department and local, regional and national community-based pharmacy partners’ will serve as the fellowship's sites for research and practice.",,,Joni Carroll,University of Pittsburgh School of Pharmacy,2,"July 01, 2023",$0.00,1,50,Northeast,,,https://www.pharmacy.pitt.edu/,,,"Joni CarrollUniversity of Pittsburgh School of Pharmacy3501 Terrace StreetPittsburgh, PA 152134123834415 (Phone)Joni.Carroll@pitt.edu","Joni CarrollUniversity of Pittsburgh School of Pharmacy3501 Terrace StreetPittsburgh, PA 152134123834415 (Phone)Joni.Carroll@pitt.edu",W-8250,"July 18, 2022"
74,Fellowship,,,,,College or University,,"This 2-year Fellowship program was established within the Department of Pharmacy and Therapeutics at the University of Pittsburgh in 2007. The goal of this Fellowship  is to provide graduates with a strong foundation in scholarship pertaining to community pharmacy practice with an emphasis placed on developing community pharmacy practice leaders and future faculty members. This year, we are recruiting for two fellows in partnership with The Pennsylvania Pharmacists Care Network. The fellow will be a key member of the PittPharmacy's community-based research, innovation, education and practice initiatives. 

The core learning experiences consist of mentored practice development and research. Teaching and community-based direct patient care are also included. Activities are individualized to meet the fellow’s interests and career goals.",,,Melissa McGivney,University of Pittsburgh School of Pharmacy,2,"July 01, 2022",$0.00,2,,Midwest,,,https://www.clip.pharmacy.pitt.edu/,,@PittCLIPCenter,"Melissa McGivneyUniversity of Pittsburgh School of Pharmacy3501 Terrace St PittsburghPittsburgh, PA 15261412-624-8142 (Phone)mmcgivney@pitt.edu","Melissa McGivneyUniversity of Pittsburgh School of Pharmacy3501 Terrace St PittsburghPittsburgh, PA 15261412-624-8142 (Phone)mmcgivney@pitt.edu",W-8151,"October 26, 2021"
75,Fellowship,,,,,College or University,,"The ETSU Gatton College of Pharmacy offers a 2- to 3-year fellowship training program with emphases on social/behavioral research and academic pharmacy. The overarching goal of the program is to equip fellows for careers that advance practice and education by conducting methodologically rigorous, applied research. The fellow will foster skills by leading and contributing to interprofessional research projects that advance pharmacy practice; completing a Master of Public Health (MPH) degree; engaging in interprofessional centers/institutes; practicing in advanced pharmacy practice settings; teaching in the professional curriculum; and serving the college, state, and profession. The length of the fellowship is fellow-dependent and based on previous training and/or practice experience. ",,,"Karilynn Dowling-McClay, PharmD, MPH, BCACP",East Tennessee State University Bill Gatton College of Pharmacy,2,"July 01, 2023","$43,000.00",1,2,Southeast,,,http://www.etsu.edu/rxpostgrads,https://youtu.be/vV0mHo5dLXY,,"Karilynn Dowling-McClay, PharmD, MPH, BCACPEast Tennessee State University Bill Gatton College of PharmacyBox 70657Johnson City, TN 37614423-439-6239 (Phone)DOWLINGK1@etsu.edu","Karilynn Dowling-McClay, PharmD, MPH, BCACPEast Tennessee State University Bill Gatton College of PharmacyBox 70657Johnson City, TN 37614423-439-6239 (Phone)DOWLINGK1@etsu.edu",W-6612,"August 18, 2022"
76,Fellowship,,,,,Other,,"The PQA Postdoctoral Executive Fellowship serves to produce the next generation of leaders in healthcare quality through a full-time, 12-month program based in the thriving Washington, D.C. metropolitan area. The Executive Fellow collaborates with a wide variety of stakeholders at a national level to impact the quality of care patients receive. The program’s foundation begins with the applicant’s interests to foster the development of core skillsets in project management, quality metric design and implementation, non-profit administration and association management, and healthcare quality research. The application is due in mid-December annually.",,,"Amanda Ryan, PharmD, BCGP, CPHQ",Pharmacy Quality Alliance,1,"June 01, 2022",,1,,Northeast,,,https://www.pqaalliance.org/fellowship-program,,,"Amanda Ryan, PharmD, BCGP, CPHQPharmacy Quality Alliance5911 Kingstowne Village Pkwy, Suite 130Alexandria, VA 223157033477963 (Phone)education@pqaalliance.org","Amanda Ryan, PharmD, BCGP, CPHQPharmacy Quality Alliance5911 Kingstowne Village Pkwy, Suite 130Alexandria, VA 223157033477963 (Phone)education@pqaalliance.org",W-8068,"September 20, 2021"
77,Fellowship,,,,,Other,,"The 2023-2025 Fellow will be responsible for working with the AACP CEO/EVP, Vice Presidents and members to oversee and implement educational and practice innovation projects and programs related to the education and practice strategic priorities of AACP in the AACP Strategic Plan. The fellow will work closely with the AACP Center for Academic Innovation and Practice Transformation, whose purpose will be to activate, coordinate and accelerate the implementation of change, improvements, innovation and transformation in pharmacy education and practice.   This 2-year fellowship provides the opportunity to develop academic and practice leadership experience, research and scholarship skills, and to gain knowledge and skills in the work of the Association. The Fellow will work in the office at the AACP Headquarters in Arlington, VA. ",,,Kelly Ragucci,American Association of Colleges of Pharmacy,2,"July 03, 2023","$60,000.00",1,,Northeast,,,http://www.aacp.org,,,"Kelly RagucciAmerican Association of Colleges of Pharmacy1400 CRYSTAL DRSuite 300ARLINGTON, VA 222028436972342 (Phone)kragucci@aacp.org","Kelly RagucciAmerican Association of Colleges of Pharmacy1400 CRYSTAL DRSuite 300ARLINGTON, VA 222028436972342 (Phone)kragucci@aacp.org",W-8184,"August 26, 2022"
78,Fellowship,,,,,College or University,,"This ACCP-peer reviewed Outcomes Fellowship has graduated Nine 2-year fellows who are subsequently employed in Outcomes based positions. The goal of the fellowship program is to provide comprehensive postgraduate training to prepare a pharmacy fellow to design, initiate, conduct, manage, monitor and evaluate health services research with a focus on application to the pharmacy profession. The program includes advanced seminar courses and hands-on experience in relevant areas: research methods, biostatistics, pharmacoeconomics and health outcomes; planning, conducting and monitoring an outcomes-based project; combining patient care, pharmacy practice and research for optimal outcomes; practice management; training in setting up a pharmaceutical care site for different patient focused programs; and teaching and precepting PharmD students.",,,"Anandi V. Law, B.Pharm., PhD, FAPhA",Western University of Health Sciences,2,"July 01, 2023","$60,000.00",1,5,Southwest,,,https://www.westernu.edu/pharmacy/academic-programs/pharmacy-dpp-postdoctoral-training/,,,"Anandi V. Law, B.Pharm., PhD, FAPhAWestern University of Health Sciences309 E. Second StreetPomona, CA 91766909-469-5645 (Phone)alaw@westernu.edu","Anandi V. Law, B.Pharm., PhD, FAPhAWestern University of Health Sciences309 E. Second StreetPomona, CA 91766909-469-5645 (Phone)alaw@westernu.edu",W-5628,"July 15, 2022"
79,Fellowship,,,,,College or University,,"This two-year Pharmacoeconomics and Health Outcomes Research (PEHOR) Fellowship Program is designed to provide comprehensive training for the post-doctoral fellow to conduct evidence-based research for optimal economic, clinical, and health-related quality of life outcomes. The fellowship will provide knowledge and experience in grant writing, study design, outcomes research methodology skills, statistical analysis, abstract preparation, presentation of research at national meetings, and manuscript preparation and publication. The fellow is expected to design and conduct his/her original research and participate in ongoing health economics and outcomes research projects. To a limited degree, the fellow will participate in didactic and clinical education of PharmD students at WesternU, College of Pharmacy.



",,,Don Roosan,"Western Univeristy of Health Sciences, College of Pharmacy",2,"July 01, 2021","$60,000.00",1,6,Pacific,,,http://www.westernu.edu/pharmacy/residency-fellowship,,,"Don RoosanWestern Univeristy of Health Sciences, College of Pharmacy309 East 2nd St.Pomona, CA 91766909-469-8778 (Phone)droosan@westernu.edu","Don RoosanWestern Univeristy of Health Sciences, College of Pharmacy309 East 2nd St.Pomona, CA 91766909-469-8778 (Phone)droosan@westernu.edu",W-7221,"July 26, 2022"
80,Fellowship,,,,,College or University,,"Perform large database cohort studies, systematic reviews/meta-analysis, and small clinical trials with 80% of time devoted to scholarship. Primary preceptors include Craig I Coleman, PharmD, and C. Michael White, Pharm.D. with supporting faculty including Diana Sobieraj, PharmD, William Baker, PharmD, and Adrian Hernandez, MD, PhD.  See https://pharmacy.uconn.edu/hopes/ for the Health Outcome, Policy, and Evidence Synthesis Group description.

Our work has been published in JAMA, Lancet, Annals of Internal Medicine, etc.  Twenty-five projects received national media attention (Today Show, USA Today, NBC Nightly News, etc).

We received the ASHP Drug Therapy Research Award six times. Three preceptors and a past fellow were ACCP Young Investigators of the Year. Dr White is an ASHP Awardee for Sustained Contributions to the Literature.",,,"C. Michael White, Pharm.D., FCP, FCCP",University of Connecticut/Hartford Hospital,2,"July 01, 2017","$47,000.00",1,,,,,http://pharmacypractic.uconn.edu/HOPES,,,"C. Michael White, Pharm.D., FCP, FCCPUniversity of Connecticut/Hartford Hospital80 Seymour StreetHartford, CT 06102-5037(860) 341-6513 (Phone)charles.white@uconn.edu","C. Michael White, Pharm.D., FCP, FCCPUniversity of Connecticut/Hartford Hospital80 Seymour StreetHartford, CT 06102-5037(860) 341-6513 (Phone)charles.white@uconn.edu",W-3881,"July 22, 2021"
81,Fellowship,,,,,College or University,,"The University of Illinois at Chicago (UIC) Center for Pharmacoepidemiology and Pharmacoeconomic Research (go.uic.edu/pharmacyCPR) is offering up to four fellowships with emphases in health economics and outcomes research or pharmacovigilance/drug safety. Fellows typically spend one year at UIC and one year primarily off site with the corporate sponsor. Fellows are expected to take courses, which may be applied towards a MS or PhD degree. Knowledge and experience is gained through a variety of research activities. Presentation and publication of research in peer-reviewed venues is expected. The fellowships are designed to facilitate careers in academia, consulting, and the pharmaceutical industry.",,,Daniel Touchette,University of Illinois at Chicago College of Pharmacy,2,"July 01, 2023",,4,,Midwest,,,https://cppr.pharmacy.uic.edu/fellowships/,,,"Daniel TouchetteUniversity of Illinois at Chicago College of Pharmacy833 S Wood St. MC 871Chicago, IL 60612312-355-3204 (Phone)drtouche@uic.edu","Daniel TouchetteUniversity of Illinois at Chicago College of Pharmacy833 S Wood St. MC 871Chicago, IL 60612312-355-3204 (Phone)drtouche@uic.edu",W-6354,"August 31, 2022"
82,Fellowship,,,,,Academic Health System,,"The University of Maryland Medical Center and the University of Maryland School of Pharmacy, in collaboration, offer programs which are 12 or 24 months in duration and are tailored to meet the individual needs and interests of trainees.
The programs provide innovative educational, research, and practice settings in which residents and fellows can gain the knowledge and skills they need to become successful practicing pharmacists and obtain competitive positions in their respective specialties. Program directors are leaders in pharmacy and dedicated to improving the quality of education all residents and fellows receive.
Our residency programs are either currently accredited by the American Society of Health-System Pharmacists, or are in candidate status.
",,,"Magaly Rodriguez de Bittner, PharmD, BCPS, CDE",University of Maryland,2,"July 01, 2023",,1,,Southeast,,,https://www.pharmacy.umaryland.edu/residentsfellows/programs/healthoutcomes/,,,"Magaly Rodriguez de Bittner, PharmD, BCPS, CDEUniversity of Maryland20 N Pine StreetBaltimore, MD 21201  (Phone)mrodrigu@rx.umaryland.edu","Magaly Rodriguez de Bittner, PharmD, BCPS, CDEUniversity of Maryland20 N Pine StreetBaltimore, MD 21201  (Phone)mrodrigu@rx.umaryland.edu",W-7031,"August 17, 2022"
83,Fellowship,,,,,Academic Health System,,"The Department of Pharmacy Practice at Wayne State University EACPHS in partnership with Ascension St. John Hospital offers a 2-year fellowship program. The research carried out will focus on health system level outcomes in the state of Michigan and nationally across Ascension Health.  Formalized training in conjunction with the WSU Master of Public Health Program will be provided. The fellow will have the opportunity to teach at WSU and provide research mentorship to pharmacy residents. Our mission is to improve health on a state and national level by using data to drive health decisions.

The next fellow recruitment cycle will begin December 2023.",,,Christopher Giuliano,Wayne State University and Ascension St. John Hospital,2,"July 01, 2024","$40,716.00",1,,Midwest,,,https://cphs.wayne.edu/practice/postdoc.php,,ChristopherGiu9,"Christopher GiulianoWayne State University and Ascension St. John Hospital259 Mack AvenueDetroit, MI 48201419-654-4097 (Phone)ek2397@wayne.edu","Christopher GiulianoWayne State University and Ascension St. John Hospital259 Mack AvenueDetroit, MI 48201419-654-4097 (Phone)ek2397@wayne.edu",W-8105,"August 18, 2022"
84,Fellowship,,,,,College or University,,"Those taking part in the program will receive training and experience in study design & methodology, statistical analysis & software, abstract & manuscript preparation, presentation preparation for scientific meetings, grant writing, budget preparation & management, IRB processes, career development & structured mentoring. 
Fellows will have the opportunity to participate in health outcomes research including pharmacoepidemiology, pharmacoeconomics, drug utilization & safety, and comparative effectiveness.
In addition, fellows will gain the skills and knowledge needed to excel in clinical research through graduate coursework, structured professional development activities, and didactic and experiential courses taught as part of St. Louis College of Pharmacy’s flagship Doctor of Pharmacy program.",,,"Scott Micek, PharmD, BCCCP, FCCP",University of Health Sciences & Pharmacy in St. Louis,2,"July 03, 2023","$52,000.00",1,,Midwest,,,https://www.uhsp.edu/research/academic-research-centers/healthoutcomes/outcomes-research-fellowship.html,,,"Scott Micek, PharmD, BCCCP, FCCPUniversity of Health Sciences & Pharmacy in St. Louis1 Pharmacy PlaceSt. Louis, MO 63110314-446-8435 (Phone)scott.micek@uhsp.edu","Scott Micek, PharmD, BCCCP, FCCPUniversity of Health Sciences & Pharmacy in St. Louis1 Pharmacy PlaceSt. Louis, MO 63110314-446-8435 (Phone)scott.micek@uhsp.edu",W-8185,"July 15, 2022"
85,Fellowship,,,,,Other,,"Rhodes Group, in Albuquerque, New Mexico, is recruiting for a one-year, full-time fellowship position to support a unique research and patient care initiative involving pharmacy and the clinical laboratory.  The fellow will gain experience in health services research while demonstrating the value of clinical laboratory insights to improve patient outcomes and reduce the total cost of care including pharmaceuticals.  The research conducted involves new models to support value based health care, population health, chronic disease management, and predictive analytics.  

Additional duties include teaching, presentations at state and national meetings, publication opportunities, and multidisciplinary patient experiences. Experience in clinical research methodology and/or informatics is preferred. ",,,Monique Dodd,Rhodes Group,1,"July 05, 2022","$50,000.00",1,,Rocky Mountain,,,http://www.rhodesgroup.com/fellowship-program,,,"Monique DoddRhodes Group6001 Indian School Rd NE, Suite 190Albuquerque, NM 87110505-938-8610 (Phone)mdodd@rhodesgroup.com","Monique DoddRhodes Group6001 Indian School Rd NE, Suite 190Albuquerque, NM 87110505-938-8610 (Phone)mdodd@rhodesgroup.com",W-7337,"November 30, 2021"
86,Fellowship,,,,,College or University,,"The University at Buffalo School of Pharmacy and Pharmaceutical Sciences is offering a clinical research fellowship to individuals who want to develop skills as an independent researcher in health services research, pharmacoepidemiology, and implementation science. The fellowship will provide knowledge and applied experience in epidemiologic study design, predictive modeling, program development, and implementation research. The fellow will also have clinical opportunities within a UB-affiliated practice.  The fellow will have options to receive formal training in epidemiology and biostatistics, which can be applied to a Masters of Public Health. The fellow will  also be able to participate in didactic and clinical education of PharmD students at the University at Buffalo. ",,,"David M. Jacobs, PharmD, PhD",University at Buffalo School of Pharmacy and Pharmaceutical Sciences,2,"July 03, 2023",,1,6,Northeast,,,,,,"David M. Jacobs, PharmD, PhDUniversity at Buffalo School of Pharmacy and Pharmaceutical Sciences316 Pharmacy BuildingBuffalo, NY 14214(716) 829-2134 (Phone)dmjacobs@buffalo.edu","David M. Jacobs, PharmD, PhDUniversity at Buffalo School of Pharmacy and Pharmaceutical Sciences316 Pharmacy BuildingBuffalo, NY 14214(716) 829-2134 (Phone)dmjacobs@buffalo.edu",W-8044,"August 25, 2022"
87,Fellowship,,,,,College or University,,"The Health Disparities and Community-Based Intervention Outcomes Fellowship will be a 12-month appointment to prepare a pharmacy professional who is interested in becoming a leading researcher and advocate for reducing health disparities via pharmacist-provided community-based interventions in the US. The fellow will gain valuable experience in research on health disparities and community-based pharmacist interventions that are directed towards improving patient outcomes and learn about pharmacist-provided services and their impact on patient outcomes. The fellow will also engage with the college's community-based preceptors to identify the nature of services provided, barriers, and facilitators to the provision of those services and help design interventions to reduce health disparities in those communities.  
",,,Elizabeth Unni,Touro College of Pharmacy - NY,1,"July 01, 2023","$55,000.00",1,2,Northeast,,,,,,"Elizabeth UnniTouro College of Pharmacy - NY230 West 125th StreetNYNew York, NY 100276469814724 (Phone)elizabeth.unni@touro.edu","Elizabeth UnniTouro College of Pharmacy - NY230 West 125th StreetNYNew York, NY 100276469814724 (Phone)elizabeth.unni@touro.edu",W-9521,"August 31, 2022"
88,Fellowship,,,,,Academic Health System,,"The Houston Methodist Clinical Pharmacy Fellowship in Outcomes Research provides customized research training for clinical pharmacists. The 2-year fellowship provides over 3,000 hours of structured education and applied experience in topics of epidemiology, biostatistics, clinical pharmacology, ethics, and regulatory compliance.

Research focus  
• Diagnose and prevent medication-related organ damage 
• Expand clinical pharmacy services
• Optimize healthcare delivery to improve value
• Improve clinical outcomes in transplant and surgery",,,"Elsie Rizk, PharmD",Houston Methodist Hospital,2,"June 20, 2022","$54,144.00",2,25,Southwest,,,https://www.houstonmethodist.org/education/pharmacy/clinical-pharmacy-fellowship-in-outcomes-research/,,,"Elsie Rizk, PharmDHouston Methodist Hospital6565 Fannin St., DB1-09Houston, TX 77030713-441-2557 (Phone)erizk@HoustonMethodist.org","Elsie Rizk, PharmDHouston Methodist Hospital6565 Fannin St., DB1-09Houston, TX 77030713-441-2557 (Phone)erizk@HoustonMethodist.org",W-7019,"August 24, 2022"
89,Fellowship,,,,,College or University,,"The purpose of this 2-year fellowship program is to train a clinical pharmacist to engage in the practice of pain management (acute and chronic), palliative care, and chronic care management through clinical practice, integration into layered learning models, site-based research, and teaching. Knowledge and experience will be gained in the use of research tools to evaluate clinical, economic, and humanistic outcomes related to pain management and palliative care.  The fellow will gain academic and clinical experience and may earn a teaching certificate through Cedarville University School of Pharmacy.   Additionally, the fellow will be expected to contribute to pharmacy services, interprofessional team-based care,  and health education at their practice site, Ohio’s Hospice of Dayton.",,,"Aleda M. H. Chen, PharmD, PhD, FAPhA",Cedarville University School of Pharmacy,2,"July 01, 2023","$50,000.00",1,1,Midwest,,,,,,"Aleda M. H. Chen, PharmD, PhD, FAPhACedarville University School of PharmacyCedarville University251 N. Main St.Cedarville, OH 453149377667454 (Phone)amchen@cedarville.edu","Aleda M. H. Chen, PharmD, PhD, FAPhACedarville University School of PharmacyCedarville University251 N. Main St.Cedarville, OH 453149377667454 (Phone)amchen@cedarville.edu",W-7845,"July 16, 2022"
90,Fellowship,,,,,Pediatric Hospital,,"This is a 24 month Pediatric Antimicrobial Stewardship Pharmacy Fellowship at The University of Connecticut.  It provides the fellow a combination of clinical and research experiences aimed to train them to be an effective pharmacy lead of a pediatric antimicrobial stewardship program or faculty member at a school of pharmacy.  The fellow will be highly involved in creation, design and analysis of antimicrobial stewardship related projects and clinical teaching. 
",,,"Jennifer Girotto, PharmD, BCIDP, BCPPS",University of Connecticut / Connecticut Children's,2,"June 24, 2022","$55,000.00",2,,Northeast,,,https://pharmacy.uconn.edu/admission-academics/graduate-programs-residencies-and-fellowships/,,,"Jennifer Girotto, PharmD, BCIDP, BCPPSUniversity of Connecticut / Connecticut Children'sSchool of Pharmacy69 North Eagleville Rd, Storrs, CT 062698604869089 (Phone)jennifer.girotto@uconn.edu","Jennifer Girotto, PharmD, BCIDP, BCPPSUniversity of Connecticut / Connecticut Children'sSchool of Pharmacy69 North Eagleville Rd, Storrs, CT 062698604869089 (Phone)jennifer.girotto@uconn.edu",W-4770,"September 12, 2022"
